,nickname,created,review,title,author,voice
5,이시은,2020-10-16 23:06,성우분들 발음이랑 목소리 진짜 좋아요.. 특히 도원 역할 하신 분 완전 취향저격..💘,프리즘(손원평 장편소설),손원평,김성수 외 3인
6,이지우,2020-10-16 22:40,,프리즘(손원평 장편소설),손원평,김성수 외 3인
7,Kali,2020-10-16 22:21,6-2 소주제에 담긴 중의적 의미를 들으며 전율했습니다.. ㅋㅋ.... 영원한 한철이라니....잘짜여진 구성과 섬세한 감정선이 잘 어울어진 소설입니다.책도 소장해야겠어요!,프리즘(손원평 장편소설),손원평,김성수 외 3인
8,이즈,2020-10-16 20:45,시간가는 줄모르고 너무 재미있게 들었습니다사랑이 참 힘드네요 ~~,프리즘(손원평 장편소설),손원평,김성수 외 3인
9,하니한의,2020-10-16 19:53,,프리즘(손원평 장편소설),손원평,김성수 외 3인
10,몬스터탑,2020-10-16 16:33,하루 내내 틈틈이 잘 들었습니다! 책으로도 읽고 싶네요.,프리즘(손원평 장편소설),손원평,김성수 외 3인
11,bisl****,2020-10-16 14:46,오디오북 퀄리티가 정말 좋네요.. 성우분들 목소리 때문에 몰입이 잘 됩니다,프리즘(손원평 장편소설),손원평,김성수 외 3인
12,좋은수의사,2020-09-28 18:37,잘 들었습니다.모두들 건강들 하세요~,프리즘(손원평 장편소설),손원평,김성수 외 3인
13,yuljin2,2020-09-25 10:17,너무 기대됩니다.,프리즘(손원평 장편소설),손원평,김성수 외 3인
14,appl****,2020-09-21 16:00,책을 읽고 너무 재미있어서 오디오북도 듣게 되었는데 너무 좋아요 ^^,프리즘(손원평 장편소설),손원평,김성수 외 3인
15,미니,2020-09-14 17:02,"서로의 생각과 타이밍이 다른 사람들..... 어쩌면 그래서 연애를 하고 또 헤어지는 게 아닐까 싶어요. 등장인물 각자의 입장을 모두 이해하는 건 불가능하겠지만, 그래서  더 빛나는 소설이었던 것 같습니다. 여담으로 소설 속 빵집 같은 곳이 있다면 정말 가보고 싶네요 :)",프리즘(손원평 장편소설),손원평,김성수 외 3인
0,별문지기,2020-11-20 22:24,정말 목소리도 너무너무 좋고 제가 읽어 본 책중에서 제일 마음에 와닿고 많이 맘 속이 따뜻하면서도 시원합니다.책 내용이 나름의 방법도 제시 해주니 참 좋았습니다.마지막 내용을(까탈스럽고~사랑해)들으면서  눈물이 났답니다.,타인의 시선을 의식해 힘든 나에게,글배우,정원조
1,쎄쎄쎄,2020-08-14 06:23,정령 힐링이네요. 제 마음속에 들어와보신듯...좋네요~^^,타인의 시선을 의식해 힘든 나에게,글배우,정원조
2,늦깍이,2020-08-11 14:46,그냥 힐링용 감성팔이,타인의 시선을 의식해 힘든 나에게,글배우,정원조
3,twoh****,2020-04-03 12:59,산책하며 들었는데 너무 좋네요 ㅎㅎ 목소리도 좋으시고..^^ 달콤한 위로가 되는 시간이었습니다!! 감사합니다,타인의 시선을 의식해 힘든 나에게,글배우,정원조
4,세빈이,2020-03-27 21:19,"생각이 많아서 밤에 잠에 쉽게 들지 못하는데,   공감가는 내용을 성우님의 목소리로 듣다보니 힐링이 되며 요즘 꿀잠자요!! 정말 좋아요! 친구에게도 선물하려구요!",타인의 시선을 의식해 힘든 나에게,글배우,정원조
5,훙훙,2020-02-10 18:44,위로가 됩니다..,타인의 시선을 의식해 힘든 나에게,글배우,정원조
6,yyjy****,2020-01-05 15:32,책에 있은 내용이 음성으로 다 녹음된건가요??,타인의 시선을 의식해 힘든 나에게,글배우,정원조
7,epri****,2020-01-03 15:09,오디오클립 처음인데 책을 읽어주니무거운 내용도 가벼운 마음으로 들을수 있어 좋습니다.무의식속 상처들이 공감받고 위로 받는 것 같아서 여러번 들어야겠습니다👍,타인의 시선을 의식해 힘든 나에게,글배우,정원조
8,hey8****,2019-12-13 18:00,반복 들으며 위로받고 담담히 대처 할 수있게  자상하게  리딩해 주시네요  ㅎ 좋은 내용입니다,타인의 시선을 의식해 힘든 나에게,글배우,정원조
9,ny,2019-10-25 21:51,요즘 마음이 힘들어서 듣게 되었는데 저는 원래 에세이랑 잘 안맞는데도 너무 좋았습니다. 귀로 들어오니 더욱 맘에 새기게 되네요. 여러번 들으며 위로받고 싶은 책이에요.,타인의 시선을 의식해 힘든 나에게,글배우,정원조
10,swar****,2019-10-13 19:09,감사합니다,타인의 시선을 의식해 힘든 나에게,글배우,정원조
11,jin,2019-10-09 10:10,정원조배우님 목소리 넘 좋습니다♡,타인의 시선을 의식해 힘든 나에게,글배우,정원조
12,Modesty,2019-10-05 09:46,잔잔한 음악과 내용이 참 좋습니다. 글 자체로 읽어도 좋았겠지만 좋은 음악과 함께하니 더 좋네요... 감사합니다^^,타인의 시선을 의식해 힘든 나에게,글배우,정원조
13,세상은,2019-09-29 22:50,좋네요~^^,타인의 시선을 의식해 힘든 나에게,글배우,정원조
14,이지영,2019-09-25 01:45,"어쩜 한참 힘들때에 내 마음을 노골적으로 들여다본 것 처럼 정리돼 있어서 놀랬네요 지금은 그런 힘듬이 폭풍처럼 휘몰아치고 잔잔해진 바다같은느낌입니다 그때에 고민끝에 결론이 타인말고 나부터 들여다보고 나를 더 챙길 줄 알아야 한다는거, 내가 예민하게 배려한 만큼 알아줬음 좋겠다는 이기적인 마음을 내려놓고 서운하지 않는 만큼만 배려하기. 혼자있는 시간을 잘 즐기는거 에요 한참 힘들때 이 책을 읽었으면 더 위로가 됐을거에요 :)",타인의 시선을 의식해 힘든 나에게,글배우,정원조
15,별이,2019-09-23 20:19,다큐 성우분 같아요 듣기 좋아요,타인의 시선을 의식해 힘든 나에게,글배우,정원조
16,한지연,2019-08-14 17:25,글배우님 책 보고 듣고 오늘도 위로 받습니다.,타인의 시선을 의식해 힘든 나에게,글배우,정원조
0,새생,2020-10-26 16:58,1시간 9분 16초의 공주 대사 뭐라고 하는 건가요? 5번 돌려 들어도 모르겠네요.,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
1,묘묘양,2020-10-03 21:29,이영도 작가님 것 중 안 읽은 게 있어서 빌려 봤는데 역시 작가님ㅎㅎ 너무 재밌네요 오디오북은 처음인데 이것도 매력 있네요,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
2,쾅쾅쾅,2020-09-21 00:38,사슴인간 의문의 패배 ㅋㅋ 중간중간 유머코드도 좋고. 가볍게 잘 읽었습니다. 전투씬은 저의 상상으로 채워넣는걸로 ㅋㅋ,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
3,홍서리,2020-09-05 04:04,ㅋㅋㅋㅋㅋ 초반 부분 듣는데 이게 뭐야ㅋㅋㅋ 개그물인가,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
4,지남이,2020-08-24 21:47,샹파이의 광부들은 오디오북으로 출간 안하시나요 ㅠㅠ,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
5,말보라,2020-08-17 22:47,모야,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
6,신나,2020-08-01 15:42,정말 재밌어요 ㅋㅋ,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
7,삼만후유,2020-07-12 00:05,더스번 경과 사랑디테 대화가 너무 실감나고 웃겨서 잠깐 웃느라 힘들었어요ㅋㄱㅋ ㄱㄱㅋ,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
8,다나진,2020-07-01 19:27,너무 잘 들었습니다^^,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
9,체리블러썸,2020-06-26 19:49,잘 듣고 갑니다.,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
10,바이돌,2020-06-22 19:36,소리 조절이 필요한것 같네요. 특히 란데셀리암,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
11,스닉,2020-06-20 16:19,글로 읽을 때의 유쾌함이 200% 되어 다가오네요!,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
12,운동학자,2020-06-18 23:37,글로 읽을 때와는 또 다른 즐거움이 있네요. 성우 분들 연기도 기가막히고 효과음이나 배경음 선정도 잘 맞아서 너무 재밌게 들었습니다. 앞으로도 이영도 작가님 작품 많이 올려주시길 바랍니다. 좋은 작품 기획하고 제작 해주셔서 감사합니다.,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
13,불꽃남자정대만,2020-06-18 11:28,소장욕구가 강해서 그런지 전자책으로만 나온 것을 봤을 때 조금 아쉽기도 하고 그래서 종이책 출간같은 걸 기대했었답니다그런데 오디오북이라니ㅡㅜㅜㅜ 다른 거 다 해줘도 에소릴은 안 하지 않을까 했었는데 너무 감사합니다!,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
14,아뢰야,2020-06-17 11:31,언제 나왔어요?ㅋㅋㅋ 재밌게 들었습니다,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
15,동동이,2020-06-02 00:08,와 너무 재밌게 들었습니다 마스크 써서 다행입니다 듣는 내내 실실 웃고 있어서 ㅋㅋㅋㅋㅋㅋ,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
16,겨울별장,2020-06-01 04:50,성우분들의 차원높은 연기와 목소리를 듣는 재미에 푹~ 빠져 정말 재밌게 들었어요! 멋진 성우님들 덕분에 시간 순삭을 경험했네요.^^,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
17,비니힐,2020-05-25 22:25,글로 읽는 것과 성우분들의 연기가 완전 다른 느낌이에요 제일 좋아하는 이영도님의 소설을 귀로 들을수 있어서 너무 행복합니다!,에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
18,진정헌,2020-05-24 17:49,"더스번도 괜찮지만 샤란디테 연기가 너무 좋습니다, 좋은 남자 부분은 기차에서 소리내서 웃을 뻔ㅋㅋㅋ",에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
19,책읽는 고양이,2020-05-21 10:12,"오버 더 시리즈 오디오북을 좋아하시는 분들은 좀 아쉬워하실 수도 있겠습니다만 저는 항상 격력 있고 유명한 성우들의 연기만 듣다 이렇게 2010년대에 데뷔한 성우들의 신선한 연기를 들을 수 있어서 너무 좋았습니다. 특히, 신온유 선우님과 선우현수 성우님의 목소리를 오디오북으로 만날 수 있어서 기뻤네요. 한국성우 팬으로써 앞으로도 오디오북 사업이 더욱 번창하길 바라고 성우들의 활동 영역이 넓어져 신인 성우들의 목소리가 더욱 많은 곳에서 들릴 수 있길 기원합니다.",에소릴의 드래곤,이영도,박상훈 신범식 선우현수 신온유 정주원 이아름 
0,suid,4일 전,이미 스마트 스토어에서 꿀 다빤 분입니다,킵고잉 (나는 월 천만 원을 벌기로 결심했다),주언규(신사임당),주언규(신사임당)
1,mtmte,6일 전,낭독 톤이 편안해서 잘 들었어요. 멋져요 본인 이야기!,킵고잉 (나는 월 천만 원을 벌기로 결심했다),주언규(신사임당),주언규(신사임당)
2,Jeremiah Kim,6일 전,돈주고 사고싶진 않네요... 돈으로 영혼까지 팔겠다는 저 굳은 의지도 보이고.,킵고잉 (나는 월 천만 원을 벌기로 결심했다),주언규(신사임당),주언규(신사임당)
3,달빛아래쉼터,6일 전,돈확행에 대한 이야기라 어떤면으로는 가볍지 않은 주제이지만 편안하게 들을수 있어서 좋았어요. 직접 낭송해주시니 솔직한 스토리에 더 와닿아서 여러번 듣게 되네요,킵고잉 (나는 월 천만 원을 벌기로 결심했다),주언규(신사임당),주언규(신사임당)
4,바람날개,6일 전,책으로 읽는것보다 내용이 더 잘 전달되네요^^ 직접 낭독해주셔서 더 좋네요~~,킵고잉 (나는 월 천만 원을 벌기로 결심했다),주언규(신사임당),주언규(신사임당)
5,미미유사나,2020-11-23 10:36,신사임당님 너튜브 보고 있는 느낌이에요~,킵고잉 (나는 월 천만 원을 벌기로 결심했다),주언규(신사임당),주언규(신사임당)
0,인터스텔라,2020-09-15 00:08,낭독이 너무 좋습니다 요조~ 할때 특히,인간 실격,다자이 오사무,양종욱
1,홍미녀님,2020-03-19 05:06,낭독은 너무 좋았습니다.그러나 인물들이 대화하는 부분이 조금 아쉽네요 ㅜㅜ,인간 실격,다자이 오사무,양종욱
2,하늘소망,2020-03-03 17:35,낭독은 축약 되었나요,인간 실격,다자이 오사무,양종욱
3,나,2020-02-21 18:59,성우 아니죠? 너무 어색하네요,인간 실격,다자이 오사무,양종욱
4,Meantimenirew,2020-02-10 17:49,잘 들었어요,인간 실격,다자이 오사무,양종욱
5,토리,2019-12-24 18:45,잘어울리네요,인간 실격,다자이 오사무,양종욱
6,Kurada,2019-12-05 15:18,조금 읽는 속도가 빠르지만 0.9로 듣는다면 굿,인간 실격,다자이 오사무,양종욱
7,twpa****,2019-09-26 20:45,감명깊게 읽은책을 오디오북으로 들으니 새롭네요,인간 실격,다자이 오사무,양종욱
8,stry****,2019-09-23 18:02,명작을 소리로 듣는다는 건 또 다른 경험입니다.,인간 실격,다자이 오사무,양종욱
9,김종범,2019-07-24 15:55,어플좀 똑바로 만들어주세요!!!  부탁부탁 ㅠ,인간 실격,다자이 오사무,양종욱
10,백두선인,2019-04-23 00:07,좋아요.,인간 실격,다자이 오사무,양종욱
11,권민정,2019-04-22 23:35,잘 들었어요,인간 실격,다자이 오사무,양종욱
12,읏짜,2019-04-19 01:36,,인간 실격,다자이 오사무,양종욱
13,Modesty,2019-04-18 20:30,양종욱 배우님 낭독하신 잘생김은 이번 생에 과감히 포기한다 너무 재미있게 들었습니다^^,인간 실격,다자이 오사무,양종욱
14,쾅쾅쾅,2019-04-04 03:10,낭독도 부담없고 좋았습니다. 내용은 쫌 극단적이긴 한데... 영화를 본다는 생각으로 들었습니다. 다 좋은데.... 문장이 너~~무 길어서 흐름이 늘어지는 느낌이 있었다는거 말곤 무리없는 책이라고 생각합니다,인간 실격,다자이 오사무,양종욱
15,호오로,2019-01-31 10:59,낭독자가 차분하게 글을 잘 읽어 주네요. 이러한 1인칭 시점의 소설은 낭독자의 역할이 중요하다고 생각하는제 낭독자님이 인간실격과 너무 잘 어울리네요!,인간 실격,다자이 오사무,양종욱
16,shineamt,2019-01-21 00:12,"닺츄 사귄다💕(이거 이해하는 사람 있을까,,,)",인간 실격,다자이 오사무,양종욱
17,남덕희,2019-01-13 23:14,성우님 목소리가 너무 좋네요! 인간실격은 인간의 참혹함과 잔인함을 느낄 수 있는 소설로 알고 있는데요. 이러한 베스트셀러들은 오디오북으로 듣는 것이 편하고 좋은 것 같네요.,인간 실격,다자이 오사무,양종욱
18,Sophia,2018-12-10 13:34,다른 분들 댓글을 보니 낭독자가 배우인가 봐요. 전문 성우처럼 능숙하지는 않고 서툴긴 해도 소설의 화자와 어긋나는 느낌은 아니어서 크게 거슬리는 것 없이 들을 수 있었습니다. 그래도 전달력을 고려한다면 성우를 기용해 주시면 좋겠어요.,인간 실격,다자이 오사무,양종욱
19,도치도치갓,2018-12-08 08:02,잘 들었습니당 거시기하네요 ;,인간 실격,다자이 오사무,양종욱
0,여유,2020-11-19 21:56,"존경하는 법정스님 말씀과 김영선 성우님의 다정한 목소리가 잘 어울리네요. 잠 들기전 편안하니 참, 좋아요!",스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
1,유빈,2020-11-15 19:26,내용도 좋고 영선님 목소리도 너무 좋아요~ 전에는 불면증으로 자려면 한시간씩은 기본으로 누워있어야했는데 이거 들으니 마음이 편해져서 금방 잠들게 되었어요 ㅋㅋ 이 책 듣고 난 후로 무교였는데 종종 절에 찾아가는 날도 생겼고... 좋네요,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
2,YEON,2020-07-28 21:44,영선님 오디오북 더많이 읽어주세요~!!😍,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
3,irene,2020-06-23 14:55,구매했어요! 영선님 읽으신거 너무 좋아요 ^^ 트위터에 보니까 '잘 녹음한건가..'이렇게 고민하시던데 이 댓글 보시면 잘 됐다는거 아시겠죠? 앞으로도 오디오북 분야에서도 다양한 활동하시면 좋겠습니다. -김영선 짱팬 올림-,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
4,쭈,2020-06-16 21:35,왜 재생 실패가 자꾸뜨고 재생 안되요,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
5,larg****,2020-06-08 23:41,차타고 다니면서 매일 듣습니다.들으면 마음이 차분해지고 너무 좋네요.오디오북이 이렇게 좋은지 몰랐네요~한번 다 들었고 또 들어야 겠어요~김영선 성우님 목소리도 너무 좋아요~,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
6,ggogo,2020-06-05 13:48,잠자리에 누워서 속도 0.8로 해서 자기전에 십분정도씩 들어보세요. 정말..  너무나 좋네요. 행복이 이렇게나 쉬운거라니..,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
7,민돌이,2020-05-31 08:44,우왓!!! 갓영선님이다!!!! 오디오북 생기고 나서 성우님 작품없나 계속 찾았어요ㅠㅠ 부디 많이많이 오디오북 참여해주세요🧡,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
8,꿈,2020-05-25 15:18,"완청했어요. 들으면서 마음이 포근해지고 좋아서 주변에도 추천했습니다. 법정 스님글은 언제 접해도 참 좋은데, 김영선 성우님의 따뜻한 목소리로 만나니 더 반갑고 반갑습니다. 앞으로도 좋은 작품들을 오디오북으로 많이 만났으면 좋겠습니다.",스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
9,빈이,2020-05-20 00:04,,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
10,유빈,2020-05-15 13:01,영선성우님이랑 글이랑 너무 잘어울려요!!,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
11,mist****,2020-05-15 02:40,절판까지 부탁하셨는데 과연 스님이 좋아하실까 싶으면서도 끌리는건 어쩔수 없네.,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
12,좋좋아하니까,2020-05-14 23:34,낭독자님 목소리가 참 상쾌하네요. 법정스님 글과 참 잘 어울려요.,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
13,QQ,2020-05-14 20:11,,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
14,smil****,2020-05-14 17:57,마지막장에 법정스님 목소리 들으니 너무 반갑고 그립습니다~♡,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
15,HYE,2020-05-14 14:17,"내용도 너무 힐링되고, 성우님 목소리가 귀에 쏙쏙 들어와서 너무 좋네요. ^^",스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
16,리스너,2020-05-14 11:08,성우님 목소리가 귀에 쏙쏙 들어와요. 존경하는 법정스님 책이라 좋고요. 감사합니다.,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
17,YEON,2020-05-10 11:54,갓영선♡♡♡,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
18,라이너스,2020-05-09 01:35,우와아 ㅠㅠ 작가님도 성우님도 너무 존경하고 좋아하는 분들입니다! 잘 듣겠습니다~,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
19,zeal****,2020-04-30 17:14,책에 전체 내용을 읽어주는게 아니네요? ㅜㅜ,스스로 행복하라 (법정 스님 열반 10주기 특별판),법정,김영선
0,MJ,2020-11-11 01:17,"케이토 목소리 도랏다,,,",오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
1,MJ,2020-11-11 01:17,장민혁 성우님 넘나 팬입니다,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
2,홍서리,2020-10-30 03:43,와.. 주인공 이파리 다치니까 눈 돌아가는 씬 묘사가 미쳤다... 충격에 아득해지는 정신과 빡침에 예리해지는 사고 ㄷㄷ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
3,홍서리,2020-10-28 01:40,우연히 듣게 된 오버더 시리즈. 스토리도 스토리지만 장민혁 성우님 목소리가 너무 좋네요 ㅜㅠ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
4,윤하,2020-10-14 18:49,장민혁 성우님 팬이 되어버렸습니다♡ 저는 이번 미스트편이 제일 좋아요! 몇번이나 반복해서 듣는지 모르겠어요♡,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
5,니론,2020-07-14 23:13,"크 드디어 다 읽었네요. 오디오북 구매 전에 오버더 시리즈 장난 아니라고 극찬만 들었는데, 그렇게 극찬이 가득한 이유가 뭔지 알겠어요. 이제 제 안에서 티르와 이파리 목소리는 이 오디오북 목소리가 될거 같아요. 정말 잘 들었습니다. 이영도 작가님 너무 좋아했는데 이렇게 새로 다시 듣는 기분 너무 좋았어요!",오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
6,체리블러썸,2020-06-26 19:47,추천 합니다.,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
7,별명좀지어주세요,2020-06-25 23:23,티르 스트라이크 목소리 좋다,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
8,미,2020-06-21 21:55,총체적 난국ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
9,sindy lover,2020-06-14 01:32,영도님의 책을...ㅜㅜ티르..이파리 보안관... 아니 후치도 듣고싶어요... 평생 반복재생각...제발 만들어주세요ㅠㅠ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
10,매드,2020-06-08 18:35,아 진짜 너무너무 재밌어요 저승사자한테 시달리는 티르랑 이파리 파트 배잡고 웃으면서 들음ㅋㅋㅋㅋ 책으로 읽을떄랑 기분이 또 다르네요 티르가 신나서 옆에서 막 썰풀어주는 기분..ㅠㅠ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
11,천년유언,2020-05-06 22:12,“징조들이 날뛰는 밤” 6분45초에 티르 목소리 두개 겹쳐들리고 매끄럽게 이어지지 않습니다.,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
12,하우에버,2020-05-02 08:00,이영도작가님 오버더시리즈 더 써주세요. 장민혁성우님 티르 못잃어 ㅠㅠ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
13,펭후,2020-04-30 01:27,와 진짜 너무 재밌어요!몰입감 이 ㄷ ㄷ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
14,휵,2020-04-14 18:23,개냥이!,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
15,카스테라,2020-04-12 00:35,모두 들으세요!! 목소리 내용 다 좋습니다!! 드디어 그 '안셀'이 등장했네요!!  성우님들 너무너무 재밌게 들었습니다!!,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
16,오예베베,2020-04-03 21:29,오버더 시리즈...이거듣고나서...다른 오디오북 들으면 좀 싱거울 것으로 예상됩니다-ㅎㅎ,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
17,9찌,2020-04-01 02:35,잘 들었습니다! ^-^,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
18,서작가야,2020-03-30 09:30,마지막 클립 목소리가 루레인인것 같네요,오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
19,ijii,2020-03-29 14:38,"잘 들었습니다! 오버 시리즈는 전부 좋아요 ㅠㅠㅠ초이스의 깨방정스러운 몬도 시장님이 좀 더 귀여웠는데, 호라이즌 ~ 미스트의 몬도 시장님도 좋네요 ㅋㅋㅋ",오버 더 미스트,이영도 ,장민혁 시영준 정재헌 박요한  곽윤상 이원찬 윤용식 김연우 사문영 
0,읏짜,2019-12-21 04:45,직장인이 공부할 시간이 있을까...?,직장인 공부법,이형재,이봉준
0,조영웅,2020-11-19 00:22,신은 존재하며 그는 이영도이다,눈물을 마시는 새 2장 - 은루(銀淚),이영도,권도일 곽윤상 최승훈 이동훈 최낙윤 사문영 강시현 외 14인
1,젼젼,2020-10-02 23:22,이해가안가는..ㅠㅠ,눈물을 마시는 새 2장 - 은루(銀淚),이영도,권도일 곽윤상 최승훈 이동훈 최낙윤 사문영 강시현 외 14인
0,초코별별,2020-09-12 05:47,투자에 대한 독려와 조언ㅇ 구체적 방법론X한국인의 특성상 투자를 안하는 이유 1.2.3.4...반복되는 주제. 유교뿐만이 아니라 구체적인 실패사례 성공사례에 대한 비교와 사기사건에 대한 간단한 정리 그 사건의 문제점 등을 더 다뤘으면.. 설득력이 있었을 책. 무조건 적인 주장에 뒷받침하는 근거가 무엇일까. 생각하게 됩니다..,존리의 부자되기 습관,존 리,백재승
1,마중물,2020-09-11 23:55,지금의 소비 생활부터 노후까지 생각하게하는 책입니다. 오늘의 하루 한 책 서비스를 통해서 덕분에 책과 함께 하루동안 정주행했습니다. 감사합니다,존리의 부자되기 습관,존 리,백재승
2,거창언니,2020-09-11 20:54,오디오북으로 들으니 너무 좋네요 . 감사합니다.^^,존리의 부자되기 습관,존 리,백재승
3,sang****,2020-09-11 19:34,이책 너무 읽고 싶었는데 오디오북으로 이렇게 읽어주시니까 너무 좋네요~~!!!감사합니다. 책 내용 너무 좋네요..책을 구매해야겠어요,존리의 부자되기 습관,존 리,백재승
4,밀공,2020-09-11 19:08,자막은없나요ㅜㅜ♡,존리의 부자되기 습관,존 리,백재승
5,Iambrave,2020-09-11 17:40,돈의 속성에 이어 금융문맹을 조금씩 벗어나게 도와주는 책이네요 유익한 낭독 계속 부탁드려요~~,존리의 부자되기 습관,존 리,백재승
6,bluebell,2020-09-11 15:37,낭독이 빠르고 또박또박해서 귀에 잘들어와요~,존리의 부자되기 습관,존 리,백재승
7,자목련,2020-09-11 10:06,챕터2 사교육비관련 ㆍ공교육이 먼저 제대로 운용됨이 우선!,존리의 부자되기 습관,존 리,백재승
0,지 현,2020-11-17 16:17,"목소리가 나긋나긋하셔서 그런지 퇴근길 운전하다가 잠이 올뻔 ㅠㅠ 좀 말려들어가는 소리 같기도 하구요,, 돈의속성으로 오디오북 처음 들었는데 그 성우분이 정말 잘 하시는거였더라구요.. 집중하지 않으면 잘 안들리더라구요. 안좋다는건 아닙니다.....ㅠㅠㅋㅋ","페스트 (민음사 세계문학, 완독본)",알베르 카뮈,홍후백
1,미로,2020-10-03 15:45,우리나라에도 이제 이렇게 오디오북 서비스들이 생기니 좋네요! 번역도 매끄럽고 홍후백 성우님 목소리 너무 좋습니다. 재미있게 듣고 있어요 ^^,"페스트 (민음사 세계문학, 완독본)",알베르 카뮈,홍후백
